"x"
"1"	0.88227
"2"	0.88877
"3"	0.88132
"4"	0.88383
"5"	0.85328
"6"	0.88265
"7"	0.89745
"8"	0.88214
"9"	0.86284
"10"	0.86988
"11"	1
